Identifiant capteur;Nom capteur;Direction;CDBIKESTATIONID;Date et heure;CDQT;Commune;Geo Shape;geo_point_2d
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-13T18:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-14T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-14T20:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-15T05:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-15T07:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-15T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-15T10:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-15T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-16T03:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-16T07:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-16T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-16T19:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-16T23:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T14:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T15:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T19:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T22:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-17T23:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-18T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-18T07:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-18T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-19T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-19T20:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-19T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-20T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-20T10:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-20T13:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-20T19:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-20T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-20T22:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-21T03:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-21T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-21T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-21T20:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-21T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-22T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-22T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-23T07:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-23T18:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-23T23:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-24T00:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-24T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-24T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-24T22:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T00:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T07:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T17:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T18:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-25T23:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-26T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-27T05:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-27T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-27T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-27T13:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-27T18:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-27T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-28T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-28T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-28T13:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-28T15:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-28T17:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-29T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-29T13:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-29T19:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-30T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-30T05:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-04-30T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-01T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-01T03:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-01T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-01T09:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-01T15:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-02T00:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-02T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-02T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-02T14:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-02T17:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-02T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-03T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-03T05:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-03T13:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-03T20:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-03T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-03T22:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-04T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-04T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-04T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-05T01:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-05T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-05T17:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-05T19:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-06T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-06T09:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-06T16:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-07T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-07T05:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-07T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-07T14:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-07T22:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-08T15:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-08T20:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-09T03:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-09T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-09T21:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T07:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T09:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T12:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T14:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T15:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T22:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-10T23:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-11T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-11T04:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-11T10:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-11T11:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-11T19:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-12T06:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-12T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-12T15:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-12T20:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-13T02:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-13T05:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
2;Lille - Av. Le Corbusier vers GLE;vers GLE;ECO011;2019-05-13T08:00:00+02:00;;Lille;"{""coordinates"": [3.0738641838, 50.6388660086], ""type"": ""Point""}";50.6388660086, 3.0738641838
